Column1;Column2;Column3;Column4;Column5
Лазерный датчик расстояния Banner LE550U;209 400 руб.;"Разрешение, мм:; 1; Режим измерения:; Отражение от объекта; Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,1; Дальность измерения Max, м:; 1";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_banner_le550u/;под заказ
Лазерный датчик расстояния Banner LE550KQP;217 300 руб.;"Разрешение, мм:; 1; Режим измерения:; Отражение от объекта; Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,1; Дальность измерения Max, м:; 1";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_banner_le550kqp/;под заказ
Лазерный датчик расстояния Banner LE550I;209 400 руб.;"Разрешение, мм:; 1; Режим измерения:; Отражение от объекта; Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,1; Дальность измерения Max, м:; 1";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_banner_le550i/;под заказ
Лазерный датчик расстояния Banner LE250IC1Q;259 000 руб.;"Разрешение, мм:; 0,2; Режим измерения:; Отражение от объекта; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 100; Дальность измерения Max, мм:; 400";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_banner_le250ic1q/;под заказ
Датчик линейных перемещений TURCK LI100P0-Q25LM0-ELIUPN8X3-H1151;112 500 руб.;"Конструкция:; Профильный с магнитом; Страна происхождения:; Германия; Разрешение, бит:; 16; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_turck_li100p0_q25lm0_eliupn8x3_h1151/;под заказ
Инклинометр TURCK B2N10H-Q42-CNX2-2H1150;105 100 руб.;"Страна происхождения:; Германия; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 67,7x42,5x42,5";https://sensoren.ru/product/inklinometr_turck_b2n10h_q42_cnx2_2h1150/;под заказ
Ультразвуковой датчик Banner QS18UPAQ;46 200 руб.;"Число контактов, pin:; 4; Серия:; QS18U; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -20; Размер прямоугольного корпуса, мм:; 33,5x15x35";https://sensoren.ru/product/ultrazvukovoy_datchik_turck_qs18upaq/;под заказ
Ультразвуковой датчик Banner Q45UBB63DAQ;133 000 руб.;"Число контактов, pin:; 5; Тип ультразвукового датчика:; диффузионный; Серия:; Q45U; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/ultrazvukovoy_datchik_turck_q45ubb63daq/;под заказ
Индуктивный датчик расстояния LANBAO LR12XCN04LI4M-E2;6 190 руб.;"Число контактов, pin:; 4; Страна происхождения:; Китай; Серия:; LR_M; Длина корпуса, мм:; 73; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_lanbao_lr12xcn04li4m_e2/;под заказ
Лазерный датчик расстояния Wenglor OY2TA104P0150P;186 400 руб.;"Класс защиты:; 3; Число контактов, pin:; 8; Класс лазера:; 1; Источник излучения:; Лазер; Кодировка:; X-coded; Время отклика, мс:; 10";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_wenglor_oy2ta104p0150p/;под заказ
Ультразвуковой датчик расстояния Leuze Electronic DMU330-3500.3/4VK-M12;59 021 руб.;"Класс защиты:; III; Число контактов, pin:; 5; Серия:; 330; Температура эксплуатации Max, °C:; 70; Кодировка разъема:; A-coded; Температура эксплуатации Min, °C:; -20";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_leuze_electronic_dmu330_3500_3_4vk_m12/;под заказ
Ультразвуковой датчик Banner T30UXDCQ8-CRFV;189 000 руб.;"Число контактов, pin:; 4; Серия:; T30UX; Химическая устойчивость:; да; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/ultrazvukovoy_datchik_banner_t30uxdcq8_crfv/;под заказ
Лазерный датчик расстояния Pepperl Fuchs OQT400-R201-2EP-IO;36 900 руб.;"Серия:; OQT400; Источник излучения:; Светодиод LED; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 40; Дальность измерения Max, мм:; 400; Температура эксплуатации Max, °C:; 60";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_pepperl_fuchs_oqt400_r201_2ep_io/;под заказ
Лазерный датчик расстояния Pepperl Fuchs OQT150-R100-2EP-IO-L;43 200 руб.;"Класс лазера:; 1; Серия:; OQT150; Источник излучения:; Лазер; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 8; Дальность измерения Max, мм:; 150";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_pepperl_fuchs_oqt150_r100_2ep_io_l/;под заказ
Ультразвуковой датчик SICK UM18-21112B211;40 930 руб.;"Страна происхождения:; Германия; Серия:; UM18; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/ultrazvukovoy_datchik_sick_um18_21112b211/;под заказ
Ультразвуковой датчик SICK UM18-21812A211;;"Страна происхождения:; Германия; Серия:; UM18; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/ultrazvukovoy_datchik_sick_um18_21812a211/;под заказ
Лазерный датчик расстояния Banner LTF12UC2LD W/30;211 200 руб.;"Разрешение, мм:; 3; Режим измерения:; Отражение от объекта; Диапазоны измерения расстояния:; 10 м ...< 20 м; Дальность измерения Min, м:; 0,05; Дальность измерения Max, м:; 12; Дальность измерения Min, мм:; 50";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_banner_ltf12uc2ld_w_30/;под заказ
Датчик линейных перемещений TURCK LTE1000M-HT10-LU10-P-0.25-H1151;165 000 руб.;"Конструкция:; Стержневой для установки в гидроцилиндры; Страна происхождения:; США; Давление в цилиндре max, Бар:; 680; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_turck_lte1000m_ht10_lu10_p_0_25_h1151/;под заказ
Датчик линейных перемещений TURCK LTX350M-F10-SSI2-GAF1-X3-H1161;208 400 руб.;"Конструкция:; Стержневой для установки в гидроцилиндры; Страна происхождения:; США; Разрешение:; 0.005; Давление в цилиндре max, Бар:; 680; Температура эксплуатации Max, °C:; 85";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_turck_ltx350m_f10_ssi2_gaf1_x3_h1161/;под заказ
Датчик линейных перемещений TURCK LI600P0-Q25LM0-ESG25X3-H1181;121 100 руб.;"Конструкция:; Профильный с магнитом; Страна происхождения:; Германия; Разрешение:; 0.001; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_turck_li600p0_q25lm0_esg25x3_h1181/;под заказ
Датчик линейных перемещений TURCK LI100P0-Q25LM0-ELIU5X3-H1151;60 300 руб.;"Конструкция:; Профильный с магнитом; Разрешение, бит:; 16; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_turck_li100p0_q25lm0_eliu5x3_h1151/;под заказ
Ультразвуковой датчик Banner T30UHPAQ;106 600 руб.;"Число контактов, pin:; 5; Серия:; T30U; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -20; Размер резьбы корпуса:; M30";https://sensoren.ru/product/ultrazvukovoy_datchik_turck_t30uhpaq/;под заказ
Ультразвуковой датчик Banner T30UDPA;106 600 руб.;"Число контактов, pin:; 5; Тип ультразвукового датчика:; диффузионный; Серия:; T30U; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -20";https://sensoren.ru/product/ultrazvukovoy_datchik_turck_t30udpa/;под заказ
